https://leetcode.com/problems/find-the-duplicate-number/,,,,,,~
https://leetcode.com/problems/sort-colors/,,,,,,~
https://leetcode.com/problems/remove-duplicates-from-sorted-array/,,,,,,
https://leetcode.com/problems/set-matrix-zeroes/,,,,,,
https://leetcode.com/problems/move-zeroes/,,~,,,,
https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,,~,,,~,
https://www.geeksforgeeks.org/chocolate-distribution-problem/,,~,,,~,
https://leetcode.com/problems/two-sum/,,,,,~,
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,,,,,,
https://leetcode.com/problems/subarray-sums-divisible-by-k/,,,,,,
https://leetcode.com/problems/find-all-duplicates-in-an-array/,,,~,,,
https://leetcode.com/problems/container-with-most-water/,,,~,,~,
https://leetcode.com/problems/3sum/,,,~,,,~
https://leetcode.com/problems/4sum/,,,,,,
https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,,,,,,
https://leetcode.com/problems/subarray-sum-equals-k/,,,,,,
https://leetcode.com/problems/spiral-matrix/,,,,,,
https://leetcode.com/problems/word-search/,,~,,,,
https://leetcode.com/problems/jump-game/,,,,,~,
https://leetcode.com/problems/merge-sorted-array/,,,,~,,
https://leetcode.com/problems/majority-element/,,,,~,,
https://leetcode.com/problems/reverse-pairs/,,,,~,,
https://www.geeksforgeeks.org/print-all-possible-combinations-of-r-elements-in-a-given-array-of-size-n/,,,,,,
https://leetcode.com/problems/game-of-life/,,,,,,
https://leetcode.com/problems/max-value-of-equation/,,,,,,
https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/,,,,,,
https://leetcode.com/problems/largest-rectangle-in-histogram/,,~,,,,
https://leetcode.com/problems/max-value-of-equation/,,,,,,
https://leetcode.com/problems/valid-parentheses/,,,,,,
https://www.geeksforgeeks.org/print-all-the-duplicates-in-the-input-string/,,,,,,~
https://leetcode.com/problems/implement-strstr/,,,,,,
https://leetcode.com/problems/longest-common-prefix/,,,,~,,
https://leetcode.com/problems/valid-palindrome-ii/,,,,,,
https://leetcode.com/problems/integer-to-roman/,,,,,,~
https://leetcode.com/problems/generate-parentheses/,,,,,,~
https://leetcode.com/problems/simplify-path/,,,,~,,~
https://practice.geeksforgeeks.org/problems/smallest-window-in-a-string-containing-all-the-characters-of-another-string-1587115621/1,,,,~,,
https://leetcode.com/problems/reverse-words-in-a-string/,,,,~,,
https://www.geeksforgeeks.org/rabin-karp-algorithm-for-pattern-searching/,,,,,,
https://leetcode.com/problems/group-anagrams/,,,,,,
https://practice.geeksforgeeks.org/problems/word-wrap1646/1,,,,,,
https://leetcode.com/problems/basic-calculator-ii/,,,,,,
https://leetcode.com/problems/valid-number/,,,,,,
https://leetcode.com/problems/integer-to-english-words/,,,~,,,
https://leetcode.com/problems/minimum-window-substring/,,,~,,,
https://leetcode.com/problems/text-justification/,,,~,,,
https://www.geeksforgeeks.org/boyer-moore-algorithm-for-pattern-searching/,,,,,,
https://leetcode.com/problems/distinct-subsequences/,,,,,,
https://www.geeksforgeeks.org/maximum-size-rectangle-binary-sub-matrix-1s/,,,,,,~
https://www.geeksforgeeks.org/find-number-of-islands/,,,,,,
https://www.geeksforgeeks.org/given-matrix-o-x-replace-o-x-surrounded-x/,,,~,,,
https://leetcode.com/problems/spiral-matrix/,,,,,,
https://leetcode.com/problems/rotate-image/,,,,,~,
https://leetcode.com/problems/minimum-moves-to-equal-array-elements/,,,,,,
https://leetcode.com/problems/add-binary/,solved,,,~,,
https://leetcode.com/problems/maximum-product-of-three-numbers/,,~,,,,
https://leetcode.com/problems/excel-sheet-column-title/,,,,,,
https://leetcode.com/problems/happy-number/,,,,,,
